"eco_values","species","latitude","longitude","date_obs","source","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","occurrence_id","tmax_mean_c","prec_mean_annual","elevation","NDVI"
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",421,12.6083333333333,127,838,0.823488888888889
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",422,12.6083333333333,127,838,0.823488888888889
97,"Castor fiber",47.10811,7.1422,"2023-12-29","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",423,13.0000000000001,100.5,790,0.846544444444444
97,"Libellula depressa",46.25389,7.5359,"2022-05-06","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",424,10.3020833333334,80,1335,0.774705555555556
97,"Libellula depressa",46.97107,6.68301,"2021-06-03","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",425,11.26875,114.916666666667,1060,0.807438888888889
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",426,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",47.37037,8.79574,"2024-06-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",427,14.06875,107.270833333333,598,0.848972222222222
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",428,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",47.41985,8.33314,"2021-06-19","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",429,13.9625,92.6875,672,0.7178
97,"Castor fiber",46.82339,9.30627,"2024-05-19","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",430,11.6375,91.3125,1024,0.863961111111111
97,"Libellula depressa",46.68269,9.62828,"2021-08-09","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",431,10.44375,88.5,1425,0.554394444444444
97,"Libellula depressa",46.43346,7.1459,"2025-06-20","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",432,8.38750000000005,128.125,1586,0.672855555555556
97,"Libellula depressa",47.19764,7.00973,"2020-05-22","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",433,11.3375,111.916666666667,1047,0.819077777777778
97,"Castor fiber",46.52211,6.81961,"2024-06-19","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",434,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",46.83616,8.19236,"2024-06-05","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",435,13.7812500000001,108.125,602,0.81385
97,"Libellula depressa",47.37537,8.26619,"2024-05-26","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",436,14.4416666666667,84.0416666666667,550,0.868094444444445
97,"Castor fiber",47.46618,8.13496,"2022-01-29","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",437,14.19375,95.0625,611,0.883516666666667
97,"Libellula depressa",46.529722,8.847222,"2024-06-12","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",438,7.15625000000006,179.604166666667,1638,0.7747
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",439,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",47.41985,8.33314,"2022-05-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",440,13.9625,92.6875,672,0.7178
97,"Libellula depressa",47.06215,6.87918,"2020-05-21","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",441,10.8708333333334,116.375,1169,0.7719
97,"Castor fiber",47.1529,7.80124,"2024-03-22","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",442,13.8875,90.25,662,0.8387
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",443,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",47.55422,8.40184,"2020-05-09","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",444,14.8833333333334,81.0625,479,0.853816666666667
97,"Libellula depressa",47.5220498068,8.0019863695,"2016-06-20","inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",445,15.1604166666667,83.5625,370,0.796194444444445
97,"Libellula depressa",46.83468,6.4883,"2023-06-28","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",446,11.5375,119,1049,0.785994444444445
97,"Libellula depressa",47.63576,9.13524,"2023-05-23","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",447,13.6979166666667,80.3333333333333,542,0.854561111111111
97,"Castor fiber",47.19787,7.07572,"2023-11-15","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",448,11.3229166666667,97,1202,0.824005555555555
97,"Castor fiber",46.52323,7.08025,"2022-01-12","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",449,12.0375,107.583333333333,950,0.828383333333333
97,"Castor fiber",47.46618,8.13496,"2025-06-20","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",450,14.19375,95.0625,611,0.883516666666667
97,"Castor fiber",47.28702,8.00043,"2024-11-16","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",451,14.2875,95.9791666666667,573,0.735811111111111
97,"Castor fiber",47.59735,8.60208,"2023-05-25","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",452,15.4125,71.8125,348,0.857094444444444
97,"Castor fiber",47.19787,7.80154,"2023-07-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",453,14.3354166666667,85.5,539,0.824977777777778
97,"Libellula depressa",46.99865,9.57541,"2020-05-17","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",454,12.25625,106.458333333333,1089,0.874322222222222
97,"Libellula depressa",46.97107,6.68301,"2023-06-02","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",455,11.26875,114.916666666667,1060,0.807438888888889
97,"Castor fiber",47.23467,8.85834,"2022-01-17","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",456,14.8958333333334,113,467,0.843444444444444
97,"Castor fiber",46.52211,6.81961,"2023-03-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",457,12.6083333333333,127,838,0.823488888888889
97,"Castor fiber",46.52211,6.81961,"2023-03-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",458,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",46.97149,6.74871,"2022-05-22","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",459,11.4416666666667,110.416666666667,1091,0.8158
97,"Castor fiber",46.52211,6.81961,"2023-03-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",460,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",47.24133,8.13203,"2022-07-16","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",461,13.1291666666667,116.9375,698,0.819483333333333
97,"Castor fiber",46.52211,6.81961,"2023-03-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",462,12.6083333333333,127,838,0.823488888888889
97,"Castor fiber",46.52211,6.81961,"2023-03-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",463,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",46.97107,6.68301,"2022-05-19","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",464,11.26875,114.916666666667,1060,0.807438888888889
97,"Libellula depressa",46.34221,8.05562,"2023-06-29","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",465,8.91250000000002,103.4375,1545,0.808205555555556
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",466,12.6083333333333,127,838,0.823488888888889
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",467,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",46.97149,6.74871,"2023-06-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",468,11.4416666666667,110.416666666667,1091,0.8158
97,"Libellula depressa",47.23467,8.85834,"2023-06-20","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",469,14.8958333333334,113,467,0.843444444444444
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",470,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",47.438124,9.013239,"2022-07-22","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",471,13.4333333333334,99.1458333333333,641,0.831722222222222
97,"Libellula depressa",46.60801,6.29649,"2023-06-02","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",472,9.45000000000005,139.791666666667,1359,0.835783333333333
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",473,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",46.79117,6.68554,"2021-06-04","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",474,14.8666666666667,81.2916666666667,434,0.809261111111111
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",475,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",46.83694,6.81599,"2024-06-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",476,15.325,81.1458333333333,443,0.818838888888889
97,"Libellula depressa",47.46105,8.73174,"2024-06-25","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",477,14.6770833333334,87.6666666666667,501,0.884527777777778
97,"Libellula depressa",46.97251,7.93144,"2023-06-16","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",478,11.6041666666667,128.479166666667,979,0.802666666666667
97,"Castor fiber",46.88358,7.53703,"2022-01-29","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",479,14.7187500000001,86.2708333333333,529,0.790261111111111
97,"Castor fiber",47.28782,7.80215,"2025-03-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",480,14.7770833333334,77.2083333333333,489,0.857988888888889
97,"Libellula depressa",46.43384,7.47117,"2024-07-29","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",481,9.96250000000003,115.5625,1213,0.850088888888889
97,"Castor fiber",47.204408,7.724055,"2023-12-23","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",482,14.73125,80.5,474,0.806644444444445
97,"Castor fiber",47.28759,7.86825,"2023-05-01","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",483,14.6229166666667,81.6666666666667,484,0.893022222222222
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",484,12.6083333333333,127,838,0.823488888888889
97,"Castor fiber",47.28782,7.80215,"2025-03-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",485,14.7770833333334,77.2083333333333,489,0.857988888888889
97,"Castor fiber",47.14213,9.05366,"2024-04-29","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",486,14.7416666666667,131.145833333333,473,0.821733333333334
97,"Castor fiber",47.54584,9.13237,"2023-05-05","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",487,14.1791666666667,82.0208333333333,450,0.793544444444444
97,"Libellula depressa",47.387482,8.576154,"2024-06-24","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",488,14.2979166666667,92.9791666666667,595,0.625794444444444
97,"Libellula depressa",46.77621,9.43561,"2021-06-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",489,9.03541666666672,94.4375,1470,0.771188888888889
97,"Libellula depressa",46.42674,6.1702,"2022-06-15","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",490,13.5708333333334,122.875,714,0.8756
97,"Libellula depressa",46.97107,6.68301,"2024-08-03","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",491,11.26875,114.916666666667,1060,0.807438888888889
97,"Castor fiber",46.61319,7.07965,"2024-06-20","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",492,13.5583333333334,95.5833333333333,740,0.882583333333333
97,"Libellula depressa",46.83729,7.99574,"2020-05-21","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",493,9.67708333333337,135.979166666667,1320,0.809316666666667
97,"Libellula depressa",47.37253,8.59717,"2021-06-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",494,13.7125,100.75,689,0.88755
97,"Libellula depressa",46.97149,6.74871,"2024-08-03","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",495,11.4416666666667,110.416666666667,1091,0.8158
97,"Castor fiber",47.01843,7.27422,"2025-08-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",496,14.8166666666667,87.2916666666667,519,0.7358
97,"Castor fiber",47.28384,8.46305,"2023-02-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",497,14.1916666666667,102.583333333333,586,0.829716666666667
97,"Castor fiber",47.46721,7.93601,"2023-05-01","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",498,13.9062500000001,96.9791666666667,594,0.884327777777778
97,"Libellula depressa",46.83729,7.99574,"2022-06-12","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",499,9.67708333333337,135.979166666667,1320,0.809316666666667
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",500,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",47.24133,8.13203,"2022-06-11","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",501,13.1291666666667,116.9375,698,0.819483333333333
97,"Libellula depressa",46.74662,8.12567,"2020-05-18","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",502,14.0312500000001,110.333333333333,715,0.875183333333333
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",503,12.6083333333333,127,838,0.823488888888889
97,"Castor fiber",47.14213,9.05366,"2025-07-15","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",504,14.7416666666667,131.145833333333,473,0.821733333333334
97,"Castor fiber",47.41875,8.46565,"2023-10-25","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",505,14.325,82.8958333333333,542,0.889038888888889
97,"Libellula depressa",46.43279,6.95074,"2021-06-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",506,11.2729166666667,127.645833333333,1165,0.832127777777778
97,"Libellula depressa",46.97107,6.68301,"2024-06-08","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",507,11.26875,114.916666666667,1060,0.807438888888889
97,"Libellula depressa",47.55422,8.40184,"2022-07-05","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",508,14.8833333333334,81.0625,479,0.853816666666667
97,"Libellula depressa",46.20816,7.01755,"2020-05-30","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",509,15.4958333333334,96.2291666666667,595,0.821077777777778
97,"Castor fiber",47.1905,8.79118,"2023-01-06","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",510,13.825,123.895833333333,564,0.860794444444445
97,"Libellula depressa",46.97107,6.68301,"2022-05-20","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",511,11.26875,114.916666666667,1060,0.807438888888889
97,"Libellula depressa",46.10877,8.9584,"2024-07-29","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",512,14.56875,150.5,759,0.908327777777778
97,"Castor fiber",47.50674,8.66647,"2024-10-26","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",513,14.5729166666667,85.0625,564,0.8682
97,"Libellula depressa",46.29756,6.88707,"2023-05-28","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",514,12.0375,137.166666666667,944,0.8437
97,"Castor fiber",47.55239,8.60109,"2024-10-01","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",515,14.6166666666667,84.1041666666667,539,0.75185
97,"Libellula depressa",46.79117,6.68554,"2021-06-11","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",516,14.8666666666667,81.2916666666667,434,0.809261111111111
97,"Libellula depressa",46.10877,8.9584,"2025-06-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",517,14.56875,150.5,759,0.908327777777778
97,"Libellula depressa",47.01843,7.27422,"2024-07-11","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",518,14.8166666666667,87.2916666666667,519,0.7358
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",519,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",46.92859,7.47146,"2023-07-11","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",520,14.69375,82.6458333333333,525,0.778805555555555
97,"Castor fiber",47.54584,9.13237,"2022-01-08","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",521,14.1791666666667,82.0208333333333,450,0.793544444444444
97,"Castor fiber",46.9307158069,9.4459569391,"2026-02-15","inat","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",522,8.05000000000001,128.708333333333,1617,0.763072222222222
97,"Libellula depressa",47.41875,8.46565,"2022-07-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",523,14.325,82.8958333333333,542,0.889038888888889
97,"Libellula depressa",46.92859,7.40581,"2021-06-21","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",524,14.0208333333334,86.7083333333333,643,0.841472222222222
97,"Castor fiber",47.10811,7.1422,"2024-11-13","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",525,13.0000000000001,100.5,790,0.846544444444444
97,"Castor fiber",47.10811,7.1422,"2024-11-13","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",526,13.0000000000001,100.5,790,0.846544444444444
97,"Libellula depressa",46.92859,7.40581,"2023-05-27","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",527,14.0208333333334,86.7083333333333,643,0.841472222222222
97,"Libellula depressa",46.28485,9.22288,"2021-07-19","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",528,5.88333333333338,125.708333333333,2289,0.520927777777778
97,"Libellula depressa",46.77621,9.43561,"2024-07-25","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",529,9.03541666666672,94.4375,1470,0.771188888888889
97,"Libellula depressa",46.29757,7.99022,"2023-06-26","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",530,9.52500000000003,102.354166666667,1152,0.740633333333334
97,"Libellula depressa",47.10838,7.27395,"2023-05-11","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",531,14.7791666666667,79.125,571,0.849305555555556
97,"Libellula depressa",46.83616,8.19236,"2023-07-30","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",532,13.7812500000001,108.125,602,0.81385
97,"Libellula depressa",47.37253,8.59717,"2023-06-21","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",533,13.7125,100.75,689,0.88755
97,"Castor fiber",46.52211,6.81961,"2023-01-14","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",534,12.6083333333333,127,838,0.823488888888889
97,"Libellula depressa",46.77621,9.43561,"2021-07-06","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",535,9.03541666666672,94.4375,1470,0.771188888888889
97,"Libellula depressa",46.43279,6.95074,"2023-06-08","gbif","Cool Temperate","Moist","Forest","Mountains","Cool Temperate Moist",6,64,0,"Cool Temperate Moist Forest on Mountains","#064000",536,11.2729166666667,127.645833333333,1165,0.832127777777778
